,BIKESTYLE,BB textfield,Seat tube length,Stack,Head tube upper extension2,Seat angle,CS textfield,FCD textfield,Seat tube extension2,Head tube lower extension2,Head angle,Saddle height,ERD rear,Wheel width rear,Dropout spacing,SPOKES composite front,SPOKES front,Wheel diameter front,Dropout spacing style,RIM_STYLE front,SAME_SIZED_FRONT_AND_REAR,BSD front,RIM_STYLE rear,Wheel diameter rear,SPOKES rear,Wheel width front,SPOKES composite rear,ERD front,BSD rear,SBLADEW front,SBLADEW rear,FORK0R,FORK0L,Fork type,Saddle P,Saddle thickness,Saddle angle,Saddle J,Saddle H,Saddle E,SADDLETIPtoMIDDLE,Saddle length,Seatpost setback,Seatpost LENGTH,Lower stack height,HEADSETprofile,Upper stack height,Headset spacers,Stem angle,CLAMPOFFSET,Stem kind,StemX,StemY,StemG,Collar height,Stem length,AEROF,Hand horizontal,Aerobar style,Pad vertical,Display AEROBARS,Hand vertical,HBARRISE,MtnBar angle,Mountain bar sweep,MTNDROP,HBARTHETA,Mountain bar rise,Handlebar angle,Bullhorn reach,BULLTHETA,Road bar reach,BULLRADIUS2,Road bar drop,Brake lever position,Brake lever brand,Bullhorn drop,Bullhorn rise,Bullhorn angle,HBAREXTEND,Handlebar style,HBARRAD1,HBARRAD2,TRACK_ERGO,Down tube front diameter,Down tube rear dia2,Down tube front dia2,Down tube rear diameter,Head tube type,Seat tube leading edge textfield,BB length,Seat tube chord length textfield,Top tube rear diameter,Down tube leading edge,Head tube diameter,DOWNTUBE Wheel cut,Wheel cut,Down tube aero diameter,Top tube rear dia2,Top tube front dia2,BB diameter,Head tube chord,Seat tube diameter,Seat tube type,OFFSET_AT_BB st,Top tube front diameter,Head tube d,Head tube B,Head tube E,Head tube D,Top tube type,OFFSET_AT_BB dt,CHAINSTAYOFFSET,CHAINSTAYAUXrearDIAMETER,Chain stay horizontal diameter,Chain stay position on BB,Chain stay taper,Chain stay back diameter,Chain stay vertical diameter,CHAINSTAYbrdgdia1,CHAINSTAYbrdgshift,CHAINSTAYbrdgCheck,Seat stay junction0,Seat stay bottom diameter,SEATSTAY_HF,SSTopZOFFSET,SEATSTAY_HR,SEATSTAYTAPERLENGTH,SEATSTAYbrdgdia1,SEATSTAYbrdgoffset,bottle SEATTUBE0 WBX,bottle SEATTUBE0 WBY,bottle SEATTUBE0 CAGE,bottle DOWNTUBE0 X,bottle DOWNTUBE0 CAGE,bottle DOWNTUBE0 WBY,bottle DOWNTUBE0 WBX,bottle SEATTUBE0 show,bottle DOWNTUBE0 show,bottle SEATTUBE0 X,Front Fender clearance,Front fender end angle,Front Fender include,Rear Fender include,Rear fender end angle,Fender clearance,Rear fender start angle,Front fender start angle,FDDIST,SPIDER_DIAMETER,Crank length,BELTorCHAIN,Number of cogs,Crank Q factor,PEDAL_LENGTH,Teeth on cog 2,Teeth on cog 3,Teeth on cog 4,Teeth on cog 5,Teeth on cog 6,Teeth on cog 7,Teeth on cog 8,Teeth on cog 9,MOUNT_TYPE,Pedal width,Teeth on cog 10,Number of chainrings,Teeth on chainring 0,Teeth on chainring 1,Teeth on chainring 2,CassZ,CassT,CassA,BRAZEonFDTYPE,Teeth on cog 11,DIRECTMOUNTFDTYPE,CLAMPFDTYPE,Display RACK,spc type
3633,ROAD,30.0,525.0,515.2,30.0,73.5,445.0,615.9,45.0,35.0,72.5,705.0,535.0,38.1,120.0,1,8,635.0,3,SPOKED,True,559.0,SPOKED,635.0,8,38.1,1,535.0,559.0,80.0,80.0,45.0,400.5,0,-10.0,55.0,0.0,40.0,30.0,28.0,165.0,298.0,0.0,300.0,12.9,0,24.5,2.0,-5.0,-5.5,2,100.0,60.0,57.5,57.5,100.0,30.0,170.0,1,20.0,False,30.0,0.0,-6.55,7.5,5.0,68.0,5.0,12.5,150.0,40.0,87.0,110.0,139.0,38,CAMPAGNOLO,10.0,50.0,10.0,29.0,1,50.0,40.0,0,38.1,34.9,38.1,34.9,1,19.1,73.0,60.0,31.8,19.1,37.25,0.0,692.0,54.9,31.8,25.4,42.75,60.0,29.1,1,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,12.2,20.1,15.0,175.0,16.8,24.65,18.0,260.0,True,45.0,13.45,17.0,9.0,13.15,175.0,16.0,0.0,,,,,,,,False,False,,10.0,200.0,True,True,190.0,10.0,-10.0,70.0,146.0,130.0,170.0,1,0,140.0,81.0,18,21,25,32,24,28,34,23,CLAMP,69.0,25,1,52,42,22,8.0,1.8,5.0,FD9000F,0,FDM9000D,FD9000B,True,0
3634,CYCLOCROSS,62.0,520.0,565.6,32.6,74.0,425.0,594.0,32.8,47.8,71.0,730.0,582.0,35.0,130.0,1,7,689.0,2,SPOKED,True,622.0,SPOKED,689.0,7,35.0,1,582.0,622.0,80.0,80.0,45.0,377.3,0,-10.0,55.0,0.0,40.0,30.0,28.0,165.0,298.0,0.0,330.0,12.0,0,16.0,10.0,-5.0,0.0,0,100.0,145.0,16.0,40.0,100.0,30.0,170.0,1,20.0,False,30.0,0.0,0.0,16.4,-10.0,68.0,10.0,15.0,150.0,40.0,87.0,110.0,139.0,52,SHIMANO_2012,10.0,50.0,10.0,29.0,0,50.0,40.0,0,38.1,34.9,38.1,34.9,1,19.1,68.0,60.0,31.8,19.1,45.0,0.0,692.0,54.9,31.8,25.4,40.0,60.0,31.8,1,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,350.0,True,45.0,13.0,17.0,9.0,13.0,200.0,16.0,0.0,15.0,14.0,1.0,200.0,1.0,14.0,15.0,False,False,200.0,20.0,190.0,False,False,180.0,20.0,-10.0,80.0,146.0,150.0,172.5,1,8,140.0,81.0,14,15,17,18,19,21,23,23,BRAZEON,89.0,25,1,53,39,24,8.0,1.78,4.34,FD9000F,0,FDM9000D,FD9000B,False,2
3635,ROAD,30.0,525.0,515.2,30.0,73.5,445.0,615.9,45.0,35.0,72.5,705.0,535.0,47.0,120.0,1,8,635.0,3,SPOKED,True,559.0,SPOKED,635.0,8,47.0,1,535.0,559.0,80.0,80.0,45.0,400.5,0,-10.0,55.0,0.0,40.0,30.0,28.0,165.0,298.0,0.0,300.0,12.9,0,24.5,2.0,-5.0,-5.5,2,100.0,60.0,57.5,57.5,100.0,30.0,170.0,1,20.0,False,30.0,0.0,-6.55,7.5,5.0,68.0,5.0,12.5,150.0,40.0,87.0,110.0,139.0,38,CAMPAGNOLO,10.0,50.0,10.0,29.0,1,50.0,40.0,0,38.1,34.9,38.1,34.9,1,19.1,73.0,60.0,31.8,19.1,37.25,0.0,692.0,54.9,31.8,25.4,42.75,60.0,29.1,1,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,12.2,20.1,15.0,175.0,16.8,24.65,18.0,260.0,True,45.0,13.45,17.0,9.0,13.15,175.0,16.0,0.0,,,,,,,,False,False,,10.0,200.0,True,True,190.0,10.0,-10.0,70.0,146.0,130.0,170.0,1,0,140.0,81.0,18,21,25,32,24,28,34,23,CLAMP,69.0,25,1,52,42,22,8.0,1.8,5.0,FD9000F,0,FDM9000D,FD9000B,True,0
3636,ROAD,30.0,525.0,515.2,30.0,73.5,445.0,615.9,45.0,35.0,72.5,705.0,535.0,47.0,120.0,1,8,635.0,3,SPOKED,True,559.0,SPOKED,635.0,8,47.0,1,535.0,559.0,80.0,80.0,45.0,400.5,0,-10.0,55.0,0.0,40.0,30.0,28.0,165.0,298.0,0.0,300.0,12.9,0,24.5,2.0,-5.0,-5.5,2,100.0,60.0,57.5,57.5,100.0,30.0,170.0,1,20.0,False,30.0,0.0,-6.55,7.5,5.0,68.0,5.0,12.5,150.0,40.0,87.0,110.0,139.0,38,CAMPAGNOLO,10.0,50.0,10.0,29.0,1,50.0,40.0,0,38.1,34.9,38.1,34.9,1,19.1,73.0,60.0,31.8,19.1,37.25,0.0,692.0,54.9,31.8,25.4,42.75,60.0,29.1,1,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,12.2,20.1,15.0,175.0,16.8,24.65,18.0,260.0,True,45.0,13.45,17.0,9.0,13.15,175.0,16.0,0.0,,,,,,,,False,False,,10.0,200.0,True,True,190.0,10.0,-10.0,70.0,146.0,130.0,170.0,1,0,140.0,81.0,18,21,25,32,24,28,34,23,CLAMP,69.0,25,1,52,42,22,8.0,1.8,5.0,FD9000F,0,FDM9000D,FD9000B,True,0
3637,CYCLOCROSS,70.0,560.0,575.0,40.0,73.0,432.0,599.5,48.0,47.3,72.0,750.0,582.0,23.0,130.0,1,7,674.0,2,SPOKED,True,622.0,SPOKED,674.0,7,23.0,1,582.0,622.0,80.0,80.0,45.0,375.0,0,10.0,52.0,0.0,50.0,30.0,34.0,148.0,278.0,21.0,250.0,13.7,0,17.7,10.0,10.0,0.0,0,100.0,145.0,16.0,40.0,100.0,30.0,170.0,1,20.0,False,30.0,0.0,0.0,16.4,-10.0,68.0,10.0,15.0,150.0,40.0,76.0,110.0,128.0,48,SRAM,10.0,50.0,10.0,45.0,0,60.0,60.0,0,38.1,34.9,38.1,34.9,1,19.1,68.0,60.0,31.8,19.1,45.0,0.0,692.0,54.9,31.8,25.4,40.0,60.0,31.8,1,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,350.0,True,45.0,13.0,17.0,9.0,13.0,200.0,16.0,0.0,15.0,14.0,1.0,200.0,1.0,14.0,15.0,False,False,200.0,20.0,190.0,False,False,180.0,20.0,-10.0,80.0,146.0,150.0,170.0,1,9,140.0,81.0,15,17,19,21,23,25,30,34,BRAZEON,89.0,25,1,53,39,24,8.0,1.6,3.95,FD9000F,0,FDM9000D,FD9000B,False,0
3638,ROAD,20.0,525.0,515.2,30.0,73.5,445.0,620.1,45.0,35.0,72.5,705.0,606.0,32.0,120.0,1,8,690.0,3,SPOKED,True,622.0,SPOKED,690.0,8,32.0,1,606.0,622.0,80.0,80.0,45.0,400.5,0,-10.0,55.0,0.0,40.0,30.0,28.0,165.0,298.0,21.0,300.0,12.9,0,24.5,0.0,-5.0,-2.5,2,100.0,62.5,70.0,70.0,100.0,30.0,170.0,1,20.0,False,30.0,0.0,-5.0,7.5,5.0,68.0,7.5,12.5,150.0,40.0,87.0,110.0,139.0,38,CAMPAGNOLO,10.0,50.0,10.0,29.0,1,50.0,40.0,0,38.1,34.9,38.1,34.9,1,19.1,73.0,60.0,31.8,19.1,37.25,0.0,692.0,54.9,31.8,25.4,42.75,60.0,29.1,1,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,12.2,20.1,15.0,175.0,16.8,24.65,18.0,260.0,True,45.0,13.45,17.0,9.0,13.15,175.0,16.0,0.0,,,,,,,,False,False,,8.5,200.0,True,True,180.0,8.5,-10.0,80.0,146.0,130.0,170.0,1,0,140.0,81.0,13,15,17,19,21,23,25,27,CLAMP,69.0,30,1,52,42,22,8.0,3.175,5.0,FD9000F,0,FDM9000D,FDM9000L,False,0
3639,ROAD,50.0,545.0,515.2,15.0,73.5,430.0,557.5,345.0,35.0,74.0,685.0,519.0,38.1,130.0,1,7,628.0,2,SPOKED,True,559.0,SPOKED,628.0,7,38.1,1,519.0,559.0,80.0,80.0,15.0,375.0,1,10.0,43.0,0.0,50.0,30.0,30.0,148.0,290.0,21.0,300.0,12.9,0,24.5,0.0,-5.0,-2.5,2,100.0,40.0,35.5,42.5,100.0,30.0,170.0,1,20.0,False,30.0,0.0,-20.0,15.0,5.0,68.0,7.5,12.5,150.0,40.0,70.0,110.0,125.0,38,CAMPAGNOLO,10.0,50.0,10.0,55.0,1,55.0,40.0,1,38.1,34.9,38.1,34.9,1,19.1,68.0,60.0,31.8,19.1,33.4,0.0,692.0,54.9,31.8,25.4,40.0,60.0,28.6,1,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,12.5,17.5,5.0,230.0,15.0,25.0,16.0,350.0,True,33.0,15.0,15.0,10.0,12.5,230.0,13.0,0.0,,,,,,,,False,False,,20.5,190.0,True,True,190.0,20.5,-10.0,90.0,146.0,0.0,170.0,1,5,140.0,81.0,18,21,24,28,22,25,28,23,BRAZEON,69.0,25,0,46,39,22,8.0,1.78,4.34,FD9000F,0,FDM9000D,FD9000B,True,2
3640,OTHER,50.0,658.1,565.6,30.0,75.0,405.0,536.0,58.1,45.0,75.0,800.0,582.0,23.0,130.0,3,4,674.0,2,TRISPOKE,False,622.0,SPOKED,674.0,5,23.0,1,582.0,622.0,80.0,80.0,15.0,350.0,0,-10.0,55.0,0.0,40.0,30.0,28.0,165.0,298.0,21.0,330.0,12.0,0,16.0,10.0,-17.0,0.0,0,100.0,145.0,16.0,40.0,100.0,30.0,170.0,1,20.0,False,30.0,0.0,0.0,16.4,-0.0,68.0,10.0,15.0,150.0,40.0,87.0,30.0,139.0,52,CAMPAGNOLO,10.0,50.0,10.0,29.0,0,60.0,40.0,1,38.1,34.9,38.1,34.9,1,19.1,68.0,80.0,50.0,19.1,45.0,0.0,692.0,90.0,31.8,25.4,40.0,60.0,31.8,0,0.0,45.0,36.0,30.0,8.0,45.0,1,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,350.0,True,45.0,13.0,17.0,9.0,13.0,200.0,16.0,0.0,,,,,,,,False,False,,20.0,190.0,False,False,180.0,20.0,-10.0,80.0,146.0,150.0,170.0,1,0,140.0,81.0,13,15,17,19,21,23,25,27,BRAZEON,89.0,30,0,53,39,24,8.0,3.175,5.0,FD9000F,0,FDM9000D,FD9000B,False,0
3641,ROAD,60.0,637.5,620.6,31.5,74.0,405.0,610.8,47.5,47.9,74.0,828.0,582.0,23.0,130.0,1,7,674.0,2,SPOKED,True,622.0,SPOKED,674.0,7,23.0,1,582.0,622.0,80.0,80.0,45.0,375.0,0,-10.0,55.0,0.0,40.0,30.0,28.0,165.0,298.0,0.0,330.0,12.0,0,16.0,10.0,-5.0,0.0,0,100.0,145.0,16.0,40.0,100.0,30.0,170.0,1,20.0,False,30.0,0.0,0.0,16.4,-10.0,68.0,10.0,15.0,150.0,40.0,87.0,110.0,139.0,52,SHIMANO_2012,10.0,50.0,10.0,29.0,0,50.0,40.0,0,38.1,34.9,38.1,34.9,1,19.1,68.0,60.0,31.8,19.1,42.0,0.0,692.0,54.9,31.8,25.4,40.0,60.0,31.8,1,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,350.0,True,45.0,13.0,17.0,9.0,13.0,200.0,16.0,0.0,15.0,14.0,1.0,200.0,1.0,14.0,15.0,False,False,200.0,20.0,190.0,False,False,180.0,20.0,-10.0,80.0,146.0,150.0,172.5,1,8,140.0,81.0,14,15,17,18,19,21,23,23,BRAZEON,89.0,25,1,53,39,24,8.0,1.78,4.34,FD9000F,0,FDM9000D,FD9000B,False,1
3642,BMX,-33.45000000000016,266.2,565.6,27.5,71.0,339.725,543.0,31.3,35.5,75.5,400.0,400.0,63.0,120.0,1,8,530.0,3,SPOKED,True,406.0,SPOKED,530.0,8,63.0,1,400.0,406.0,80.0,80.0,32.0,315.0,0,10.0,52.0,10.0,50.0,30.0,34.0,110.0,210.0,0.0,330.0,1.0,2,9.0,10.0,-5.0,0.0,1,51.0,31.0,16.0,38.0,100.0,30.0,170.0,1,20.0,False,30.0,0.0,12.0,16.4,3.0,68.0,234.0,15.0,150.0,40.0,87.0,110.0,139.0,52,SHIMANO_2012,10.0,50.0,10.0,29.0,1,50.0,40.0,0,38.1,34.9,38.1,34.9,2,19.1,68.0,60.0,31.8,19.1,45.0,0.0,692.0,54.9,31.8,25.4,40.0,60.0,31.8,1,0.0,25.4,36.0,5.0,5.0,45.0,0,0.0,0.0,15.0,18.1,15.0,200.0,15.0,29.7,18.0,280.0,True,35.0,15.875,19.0,9.0,15.875,200.0,17.0,0.0,,,,,,,,False,False,,20.0,190.0,False,False,180.0,20.0,-10.0,80.0,146.0,0.0,170.0,1,8,140.0,81.0,14,15,17,18,19,21,23,23,BRAZEON,105.0,25,0,28,39,24,8.0,1.78,4.34,FD9000F,0,FDM9000D,FD9000B,False,0
3643,OTHER,14.0,568.0,565.6,32.2,74.0,355.0,582.4,48.0,44.0,73.5,755.0,519.0,31.8,135.0,1,7,626.0,1,SPOKED,True,559.0,SPOKED,626.0,7,31.8,1,519.0,559.0,80.0,80.0,30.0,365.0,0,-10.0,55.0,0.0,40.0,30.0,28.0,165.0,298.0,21.0,330.0,12.0,0,16.0,10.0,-5.0,0.0,0,100.0,145.0,16.0,40.0,100.0,30.0,170.0,1,20.0,False,30.0,0.0,6.0,16.4,-10.0,68.0,10.0,15.0,150.0,40.0,87.0,110.0,139.0,52,SHIMANO_2012,10.0,50.0,10.0,29.0,1,50.0,40.0,0,38.1,34.9,38.1,34.9,1,19.1,68.0,60.0,31.8,19.1,45.0,0.0,692.0,54.9,31.8,25.4,40.0,60.0,27.2,1,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,350.0,True,45.0,13.0,17.0,9.0,13.0,200.0,16.0,0.0,15.0,14.0,1.0,200.0,1.0,14.0,15.0,False,False,200.0,20.0,190.0,False,False,180.0,20.0,-10.0,80.0,146.0,115.0,170.0,1,0,130.0,85.0,13,15,17,19,21,23,25,27,BRAZEON,60.0,30,0,30,39,24,8.0,3.175,5.0,FD9000F,0,FDM9000D,FD9000B,False,0
3644,ROAD,55.0,580.0,565.6,32.20000000000001,79.0,360.0,517.3,47.3,40.5,73.0,680.0,542.0,23.0,120.0,1,4,570.0,3,SPOKED,False,507.0,DISC,674.0,7,25.4,1,467.0,622.0,80.0,80.0,45.0,300.0,0,15.0,45.0,0.0,40.0,30.0,22.0,148.0,275.0,0.0,100.0,12.0,0,16.0,10.0,-5.0,0.0,0,100.0,145.0,16.0,40.0,100.0,30.0,170.0,1,20.0,False,30.0,0.0,0.0,16.4,-10.0,68.0,10.0,15.0,200.0,50.0,87.0,110.0,139.0,52,SHIMANO_2012,20.2,90.0,20.0,29.0,2,50.0,40.0,0,38.1,34.9,38.1,34.9,1,19.1,68.0,60.0,31.8,19.1,45.0,0.0,692.0,54.9,31.8,25.4,40.0,60.0,31.8,1,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,350.0,True,45.0,13.0,17.0,9.0,13.0,200.0,16.0,0.0,,,,,,,,False,False,,20.0,190.0,False,False,180.0,20.0,-10.0,80.0,146.0,135.0,170.0,1,0,130.0,81.0,13,15,17,19,21,23,25,27,BRAZEON,89.0,30,0,56,39,24,8.0,3.175,5.0,FD9000F,0,FDM9000D,FD9000B,False,0
3645,HYBRID,75.0,534.0,520.0,41.8,72.0,600.0,915.9,54.0,29.4,60.0,720.0,750.0,57.2,130.0,1,7,611.0,2,SPOKED,False,507.0,SPOKED,910.0,7,25.4,1,467.0,790.0,80.0,80.0,45.0,403.0,1,10.0,52.0,0.0,50.0,30.0,34.0,148.0,278.0,21.0,330.0,12.0,0,16.0,10.0,-5.0,0.0,2,100.0,240.0,16.0,40.0,100.0,30.0,170.0,1,20.0,False,30.0,0.0,0.0,16.4,-10.0,68.0,10.0,15.0,150.0,40.0,87.0,110.0,139.0,52,SHIMANO_2012,10.0,50.0,45.0,29.0,2,50.0,40.0,0,38.1,34.9,38.1,34.9,1,19.1,68.0,60.0,31.8,19.1,45.0,0.0,692.0,54.9,31.8,25.4,40.0,60.0,31.8,1,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,350.0,True,45.0,13.0,17.0,9.0,13.0,200.0,16.0,0.0,15.0,14.0,1.0,200.0,1.0,14.0,15.0,False,False,200.0,20.0,190.0,False,False,180.0,20.0,-10.0,80.0,146.0,150.0,172.5,1,2,140.0,120.0,44,15,17,19,21,23,25,27,DIRECT_MOUNT,72.0,30,2,40,32,24,8.0,3.175,5.0,FD9000F,0,FDM9000D,FD9000B,False,0
3646,ROAD,70.0,690.0,565.6,-3.0,74.0,405.0,595.7,180.0,16.0,73.0,768.0,582.0,23.0,130.0,1,2,674.0,2,SPOKED,False,622.0,SPOKED,674.0,3,23.0,1,582.0,622.0,80.0,80.0,45.0,375.0,0,10.0,45.0,0.0,49.0,15.0,34.0,148.0,290.0,15.0,70.0,0.0,2,0.0,0.0,-17.0,0.0,0,100.0,145.0,16.0,32.0,120.0,30.0,170.0,1,20.0,False,30.0,0.0,0.0,16.4,-10.0,60.0,10.0,0.0,150.0,40.0,87.0,110.0,139.0,52,SRAM,10.0,50.0,10.0,25.0,0,45.0,40.0,0,50.0,34.9,38.1,34.9,1,19.1,68.0,51.0,20.0,19.1,45.0,0.0,710.0,60.0,31.8,25.4,40.0,60.0,31.8,2,0.0,40.0,36.0,30.0,8.0,45.0,1,0.0,0.0,17.0,18.1,15.0,350.0,15.0,40.0,18.0,350.0,True,250.0,13.0,17.0,9.0,13.0,200.0,16.0,0.0,15.0,14.0,1.0,200.0,1.0,14.0,15.0,False,False,200.0,20.0,190.0,False,False,180.0,20.0,-10.0,80.0,146.0,120.0,172.5,1,10,140.0,81.0,13,15,17,19,21,23,25,27,BRAZEON,20.0,30,1,53,39,24,8.0,1.6,3.95,FD9070F,0,FDM9000D,FD9000B,False,0
3647,TOURING,70.0,525.0,565.6,57.9,73.0,455.0,644.9,49.7,47.5,72.0,806.0,582.0,45.0,135.0,1,7,700.0,1,SPOKED,True,622.0,SPOKED,700.0,7,45.0,1,582.0,622.0,80.0,80.0,50.0,405.0,0,-10.0,45.0,0.0,40.0,30.0,20.0,165.0,275.0,25.0,300.0,3.7,0,8.0,0.0,-6.0,0.0,0,100.0,145.0,16.0,40.0,120.0,30.0,170.0,0,20.0,False,30.0,0.0,0.0,16.4,-10.0,68.0,10.0,10.0,150.0,40.0,87.0,110.0,139.0,49,SHIMANO_2012,10.0,50.0,10.0,29.0,0,50.0,40.0,0,38.1,34.9,38.1,34.9,1,19.1,68.0,60.0,31.8,19.1,45.0,0.0,692.0,54.9,31.8,25.4,40.0,60.0,31.8,2,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,300.0,False,45.0,13.0,17.0,9.0,13.0,200.0,16.0,0.0,15.0,14.0,1.0,220.0,1.0,14.0,15.0,True,True,160.0,20.0,220.0,True,True,200.0,20.0,-10.0,80.0,136.0,150.0,172.5,1,9,140.0,81.0,13,15,17,19,21,23,25,28,BRAZEON,89.0,25,1,46,36,24,8.0,1.6,3.95,FD9000F,0,FDM9000D,FD9000B,False,0
3649,TRACK,70.0,515.2,565.6,28.9,74.0,405.0,595.0,49.2,49.3,73.0,600.0,582.0,23.0,135.0,3,7,650.0,1,SPOKED,True,620.0,SPOKED,650.0,7,23.0,3,582.0,620.0,80.0,80.0,45.0,375.0,0,10.0,52.0,0.0,50.0,30.0,34.0,148.0,278.0,21.0,300.0,14.2,4,8.2,10.0,-5.0,0.0,0,100.0,145.0,16.0,40.0,100.0,30.0,170.0,0,20.0,False,30.0,0.0,0.0,16.4,-10.0,68.0,10.0,15.0,150.0,40.0,87.0,110.0,139.0,28,SRAM,10.0,50.0,10.0,29.0,0,50.0,40.0,1,38.1,34.9,38.1,34.9,1,19.1,68.0,60.0,31.8,19.1,45.0,0.0,692.0,54.9,31.8,25.4,40.0,60.0,31.8,1,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,350.0,True,45.0,13.0,17.0,9.0,13.0,200.0,16.0,0.0,15.0,14.0,1.0,200.0,1.0,14.0,15.0,False,False,200.0,20.0,190.0,False,False,180.0,20.0,-10.0,80.0,146.0,150.0,172.5,1,8,140.0,81.0,14,15,17,18,19,21,23,23,BRAZEON,89.0,25,1,53,39,24,8.0,1.78,4.34,FD9000F,0,FDM9000D,FD9000B,False,0
3650,BMX,-38.0,270.2,450.1,27.2,71.00147298968496,342.8,646.9,28.9,35.5,75.2,398.0,400.0,60.96,130.0,1,8,508.0,2,SPOKED,True,406.0,SPOKED,508.0,8,60.96,1,400.0,406.0,80.0,80.0,30.0,328.6,0,20.0,40.0,20.0,65.0,40.0,40.0,130.0,240.0,0.0,140.0,1.0,2,9.0,20.0,10.0,0.0,0,100.0,145.0,16.0,27.0,70.0,30.0,170.0,0,20.0,False,30.0,0.0,14.0,23.0,10.0,68.0,240.13,15.0,150.0,40.0,87.0,30.0,139.0,52,SHIMANO_2012,10.0,50.0,10.0,29.0,1,50.0,40.0,0,38.1,34.9,38.1,34.9,3,19.1,68.0,60.0,31.8,19.1,41.3,0.0,692.0,54.9,31.8,25.4,40.0,60.0,31.8,1,0.0,25.4,38.1,77.4,13.8,50.0,0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,18.0,18.0,350.0,False,45.0,13.0,17.0,9.0,13.0,200.0,16.0,0.0,,,,,,,,False,False,,20.0,190.0,False,False,180.0,20.0,-10.0,80.0,146.0,50.0,175.0,1,0,140.0,81.0,13,15,17,19,21,23,25,27,BRAZEON,100.0,30,0,28,39,24,8.0,3.175,5.0,FD9000F,0,FDM9000D,FD9000B,False,2
3651,ROAD,55.0,504.5,565.6,33.6,71.5,425.0,616.3,64.5,53.8,70.0,700.0,525.0,47.0,135.0,1,7,635.0,1,SPOKED,True,559.0,SPOKED,635.0,7,47.0,1,525.0,559.0,80.0,80.0,45.0,403.0,1,10.0,35.0,0.0,30.0,20.0,18.0,148.0,270.0,0.0,300.0,12.0,0,16.0,25.0,5.0,0.0,0,100.0,145.0,16.0,40.0,80.0,30.0,170.0,1,20.0,False,30.0,0.0,-37.5,22.5,-17.5,68.0,15.0,15.0,150.0,40.0,87.0,110.0,139.0,52,SHIMANO_2012,10.0,50.0,10.0,29.0,1,50.0,40.0,0,39.0,39.0,34.9,34.9,1,19.1,68.0,60.0,31.8,19.1,45.0,0.0,692.0,47.5,31.8,25.4,40.0,60.0,34.0,1,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,350.0,True,60.0,13.0,17.0,9.0,13.0,200.0,16.0,0.0,15.0,14.0,1.0,200.0,1.0,14.0,15.0,False,False,200.0,20.0,190.0,False,False,180.0,20.0,-10.0,80.0,146.0,110.0,170.0,1,8,140.0,81.0,14,16,18,20,24,28,30,23,CLAMP,69.0,25,1,44,34,24,8.0,1.78,4.34,FD9000F,0,FDM9000D,FDM9000L,False,0
